,Unnamed: 0,RTA_CODE,STATE,RTA_LOC_NAME,LOC_LONG_DESC,PV,TW,A1,A2,A3,A4,C1_a,C1_b,C2,C3,C4,FMV,ADDON1,ADDON2,ADDON3,ADDON4,ADDON5,ADDON6,ADDON7,ADDON8,ADDON9,MARKET_VALUE,C5,A5,A6
1079,1079,UK02,UTTARAKHAND,Bageshwar,BAGESHWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1080,1080,UK03,UTTARAKHAND,Champawat,CHAMPAWAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1081,1081,UK04,UTTARAKHAND,Nanital,NANITAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1082,1082,UK05,UTTARAKHAND,Pithoragarh,PITHORAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1083,1083,UK06,UTTARAKHAND,UDHAM SINGH NAGAR,UDHAM SINGH NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1084,1084,UK07,UTTARAKHAND,Dehra Dun,DEHRA DUN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1085,1085,UK08,UTTARAKHAND,HARIDWAR,HARIDWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1086,1086,UK09,UTTARAKHAND,Tehri,TEHRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1087,1087,UK10,UTTARAKHAND,Uttarkashi,UTTARKASHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1088,1088,UK11,UTTARAKHAND,Chamoli,CHAMOLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1089,1089,UK12,UTTARAKHAND,PAURI,PAURI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1090,1090,UK13,UTTARAKHAND,RUDRAPRAYAG,RUDRAPRAYAG,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1091,1091,UK14,UTTARAKHAND,Rishikesh,RISHIKESH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1092,1092,UK15,UTTARAKHAND,Kotdwar,KOTDWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1093,1093,UK16,UTTARAKHAND,Vikasnagar,VIKASNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1094,1094,UK17,UTTARAKHAND,Roorkee,ROORKEE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1095,1095,UK18,UTTARAKHAND,Kashipur,KASHIPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1096,1096,UP01,UTTAR PRADESH,ALMORA,ALMORA,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
1097,1097,UP02,UTTAR PRADESH,NANITAL,NANITAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1098,1098,UP03,UTTAR PRADESH,PITHORAGAR,PITHORAGARH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1099,1099,UP04,UTTAR PRADESH,UDA SIN NA,UDAM SING NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1100,1100,UP05,UTTAR PRADESH,CHAMOLI,CHAMOLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1101,1101,UP06,UTTAR PRADESH,PAURI,PAURI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1102,1102,UP07,UTTAR PRADESH,DEHRADUN,DEHRADUN,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
1103,1103,UP08,UTTAR PRADESH,TEHRI,TEHRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1104,1104,UP09,UTTAR PRADESH,UTTARKHASH,UTTARKHASHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1105,1105,UP10,UTTAR PRADESH,HARIDWAR,HARIDWAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1106,1106,UP11,UTTAR PRADESH,Saharanpur,SAHARAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1107,1107,UP12,UTTAR PRADESH,Muzaffarnagar,MUZAFFARNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1108,1108,UP13,UTTAR PRADESH,Bulandshahr,BULANDSHAHR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1109,1109,UP14,UTTAR PRADESH,Ghaziabad,GHAZIABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1110,1110,UP15,UTTAR PRADESH,Meerut,MEERUT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1111,1111,UP16,UTTAR PRADESH,Noida,NOIDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1112,1112,UP17,UTTAR PRADESH,BAGHPAT,BAGHPAT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1113,1113,UP18,UTTAR PRADESH,GREATER NOIDA,GREATER NOIDA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1114,1114,UP19,UTTAR PRADESH,SHAMLI,SHAMLI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1115,1115,UP20,UTTAR PRADESH,Bijnor,BIJNOR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1116,1116,UP21,UTTAR PRADESH,Moradabad,Moradabad,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1117,1117,UP22,UTTAR PRADESH,Rampur,RAMPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1118,1118,UP23,UTTAR PRADESH,Jyotiba Phule Nagar,JYOTIBA PHULE NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1119,1119,UP24,UTTAR PRADESH,Badaun,BADAUN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1120,1120,UP25,UTTAR PRADESH,Bareilly,BAREILLY,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1121,1121,UP26,UTTAR PRADESH,Pilibhit,PILIBHIT,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1122,1122,UP27,UTTAR PRADESH,Shahjahanpur,SHAHJAHANPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1123,1123,UP28,UTTAR PRADESH,AYODHYA,AYODHYA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1124,1124,UP30,UTTAR PRADESH,Hardoi,HARDOI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1125,1125,UP31,UTTAR PRADESH,Kheri,KHERI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1126,1126,UP32,UTTAR PRADESH,Lucknow,LUCKNOW,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
1127,1127,UP33,UTTAR PRADESH,Raebarelli,RAEBARELLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1128,1128,UP34,UTTAR PRADESH,Sitapur,SITAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1129,1129,UP35,UTTAR PRADESH,Unnao,UNNAO,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1130,1130,UP36,UTTAR PRADESH,AMETHI,AMETHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1131,1131,UP37,UTTAR PRADESH,Hapur,Hapur,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1132,1132,UP38,UTTAR PRADESH,SAMBHAL,SAMBHAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1133,1133,UP40,UTTAR PRADESH,Bahraich,BAHRAICH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1134,1134,UP41,UTTAR PRADESH,Barabanki,Barabanki   ,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1135,1135,UP42,UTTAR PRADESH,Faizabad,FAIZABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1136,1136,UP43,UTTAR PRADESH,Gonda,GONDA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1137,1137,UP44,UTTAR PRADESH,Sultanpur,SULTANPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1138,1138,UP45,UTTAR PRADESH,Ambedkar Nagar,AMBEDKAR NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1139,1139,UP46,UTTAR PRADESH,Shrawasti,SHRAWASTI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1140,1140,UP47,UTTAR PRADESH,Balrampur,BALRAMPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1141,1141,UP50,UTTAR PRADESH,Azamgarh,AZAMGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1142,1142,UP51,UTTAR PRADESH,Basti,BASTI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1143,1143,UP52,UTTAR PRADESH,Deoria,DEORIA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1144,1144,UP53,UTTAR PRADESH,Gorakhpur,GORAKHPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1145,1145,UP54,UTTAR PRADESH,Mau,MAU,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1146,1146,UP55,UTTAR PRADESH,Siddhart Nagar,SIDDHART NAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1147,1147,UP56,UTTAR PRADESH,Maharajganj,MAHARAJGANJ,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1148,1148,UP57,UTTAR PRADESH,Padrauna,PADRAUNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1149,1149,UP58,UTTAR PRADESH,Sant Kabir Nagar,SANT KABIR NAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1150,1150,UP60,UTTAR PRADESH,Ballia,BALLIA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1151,1151,UP61,UTTAR PRADESH,Ghazipur,GHAZIPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1152,1152,UP62,UTTAR PRADESH,Jaunpur,JAUNPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1153,1153,UP63,UTTAR PRADESH,Mirzapur,MIRZAPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1154,1154,UP64,UTTAR PRADESH,Sonbhadra,SONBHADRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1155,1155,UP65,UTTAR PRADESH,Varanasi,VARANASI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1156,1156,UP66,UTTAR PRADESH,Bhadohi,BHADOHI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1157,1157,UP67,UTTAR PRADESH,Chandauli,CHANDAULI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1158,1158,UP70,UTTAR PRADESH,Allahabad,ALLAHABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1159,1159,UP71,UTTAR PRADESH,Fatehpur,FATEHPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1160,1160,UP72,UTTAR PRADESH,Pratapgarh,PRATAPGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1161,1161,UP73,UTTAR PRADESH,Kaushambi,KAUSHAMBI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1162,1162,UP74,UTTAR PRADESH,Kannauj,KANNAUJ,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1163,1163,UP75,UTTAR PRADESH,Etawah,ETAWAH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1164,1164,UP76,UTTAR PRADESH,Farrukhabad,FARRUKHABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1165,1165,UP77,UTTAR PRADESH,Kanpur,KANPUR - RURAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1166,1166,UP78,UTTAR PRADESH,Kanpur,KANPUR - URBAN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1167,1167,UP79,UTTAR PRADESH,Auraiya,AURAIYA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1168,1168,UP80,UTTAR PRADESH,Agra,AGRA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1169,1169,UP81,UTTAR PRADESH,Aligarh,ALIGARH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1170,1170,UP82,UTTAR PRADESH,Etah,ETAH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1171,1171,UP83,UTTAR PRADESH,Firozabad,FIROZABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1172,1172,UP84,UTTAR PRADESH,Mainpuri,MAINPURI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1173,1173,UP85,UTTAR PRADESH,Mathura,MATHURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1174,1174,UP86,UTTAR PRADESH,Mahamaya Nagar,MAHAMAYA NAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1175,1175,UP87,UTTAR PRADESH,Kashi Ram Nagar,KASHI RAM NAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1176,1176,UP90,UTTAR PRADESH,Banda,BANDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1177,1177,UP91,UTTAR PRADESH,Hamirpur,HAMIRPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1178,1178,UP92,UTTAR PRADESH,Jalaun,JALAUN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1179,1179,UP93,UTTAR PRADESH,Jhansi,JHANSI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1180,1180,UP94,UTTAR PRADESH,Lalitpur,LALITPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1181,1181,UP95,UTTAR PRADESH,Mahoba,MAHOBA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1182,1182,UP96,UTTAR PRADESH,Chitrakoot Dham Karwi,CHITRAKOOT DHAM (KARWI),B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1183,1183,WB01,WEST BENGAL,Kolkata,KOLKATA (TWO - WHEELERS),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1184,1184,WB02,WEST BENGAL,Kolkata,KOLKATA (PRIVATE WEELERS),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1185,1185,WB03,WEST BENGAL,Kolkata,KOLKATA (GOODS CARRIEGS),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1186,1186,WB04,WEST BENGAL,Kolkata,KOLKATA (PASSENGER VEHICLES),A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1187,1187,WB05,WEST BENGAL,Kolkata,"KOLKATA (TRACTORS, TRAILERS)",A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1188,1188,WB06,WEST BENGAL,Kolkata,KOLKATA PRIVATE FOUR WHEELER,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1189,1189,WB07,WEST BENGAL,Kolkata,P.V.D KOLKATA,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1190,1190,WB08,WEST BENGAL,Kolkata,P.V.D SALTLAKE KOLKATA,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1191,1191,WB09,WEST BENGAL,KOLKATA,KOLKATA,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1192,1192,WB10,WEST BENGAL,KOLKATA,KOLKATA,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
1193,1193,WB11,WEST BENGAL,HOWRAH (TRANSPORT VEHICLES),HOWRAH (TRANSPORT VEHICLES),B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1194,1194,WB12,WEST BENGAL,Howrah,HOWRAH (OTHER THAN TRANS VEHI),B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1195,1195,WB13,WEST BENGAL,HOWRAH,HOWRAH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1196,1196,WB14,WEST BENGAL,HOWRAH,HOWRAH,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1197,1197,WB15,WEST BENGAL,Hooghly,HOOGHLY (TRANSPORT VEHICLES),B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1198,1198,WB16,WEST BENGAL,Hooghly,HOOGHLY (OTHER THAN TRAN VEHI),B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1199,1199,WB18,West Bengal,Hooghly,HOOGHLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1200,1200,WB19,WEST BENGAL,PARGANARS,SOUTH 24 PARGANARS(TRANSPORT),B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1201,1201,WB20,WEST BENGAL,South 24 Paraganas,SOUTH 24 PARAGANAS(NON-TRANS),B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
1202,1202,WB22,WEST BENGAL,South 24 Paraganas,SOUTH 24 PARAGANAS (other than transport vehicles),B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
1203,1203,WB23,WEST BENGAL,Barrackpore,BARRACKPORE (TRANSPORT VEHICLE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
