,Unnamed: 0,RTA_CODE,STATE,RTA_LOC_NAME,LOC_LONG_DESC,PV,TW,A1,A2,A3,A4,C1_a,C1_b,C2,C3,C4,FMV,ADDON1,ADDON2,ADDON3,ADDON4,ADDON5,ADDON6,ADDON7,ADDON8,ADDON9,MARKET_VALUE,C5,A5,A6
504,504,KA43,KARNATAKA,Devanhalli,DEVANHALLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
505,505,KA44,KARNATAKA,Tiptur,TIPTUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
506,506,KA45,KARNATAKA,Hunsur,HUNSUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
507,507,KA46,KARNATAKA,Sakaleshpur,SAKALESHPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
508,508,KA47,KARNATAKA,Honnavar,HONNAVAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
509,509,KA48,KARNATAKA,Jamkhandi,JAMKHANDI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
510,510,KA49,KARNATAKA,Gokak,GOKAK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
511,511,KA50,KARNATAKA,Bangalore Yalahanka,YALAHANKA,A,A,B,B,B,B,A,B,B,B,A,B,,,,,,,,,,,B,B,B
512,512,KA51,KARNATAKA,Bangalore Electronic City,ELECTRONIC CITY,A,A,B,B,B,B,A,B,B,B,A,B,,,,,,,,,,,B,B,B
513,513,KA52,KARNATAKA,Nelamangala,NELAMANGALA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
514,514,KA53,KARNATAKA,Bangalore KR Puram,K.R.PURAM,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
515,515,KA54,KARNATAKA,Nagamangala,NAGAMANGALA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
516,516,KA55,KARNATAKA,MYSORE EAST,MYSORE EAST,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
517,517,KA56,KARNATAKA,Basavakalyan,BASAVAKALYAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
518,518,KA58,KARNATAKA,Banashankari,BANASHANKARI,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
519,519,KA59,KARNATAKA,Chamrajpet,CHAMRAJPET,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
520,520,KA60,KARNATAKA,Bangalore R T Nagar,R T NAGAR,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
521,521,KA61,KARNATAKA,Bangalroe Marathallli,MARATHALLLI,A,A,B,B,B,B,A,A,B,B,A,B,,,,,,,,,,,A,B,B
522,522,KA62,KARNATAKA,Surathakal,SURATHAKAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
523,523,KA63,KARNATAKA,Hubli,HUBLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
524,524,KA64,KARNATAKA,Madhugiri,MADHUGIRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
525,525,KA65,KARNATAKA,Dandeli,DANDELI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
526,526,KA66,KARNATAKA,Tarikere,TARIKERE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
527,527,KA67,KARNATAKA,Sedam,SEDAM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
528,528,KL01,KERALA,Thiruvanthpuram,THIRUVANTHPURAM,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
529,529,KL02,KERALA,Kollam,KOLLAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
530,530,KL03,KERALA,Pathanamthitta,PATHANAMTHITTA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
531,531,KL04,KERALA,Alappuzha,ALAPPUZHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
532,532,KL05,KERALA,Kottayam,KOTTAYAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
533,533,KL06,KERALA,Idukki,IDUKKI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
534,534,KL07,KERALA,Ernakulam,ERNAKULAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
535,535,KL08,KERALA,Thrissur,THRISSUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
536,536,KL09,KERALA,Palakkad,PALAKKAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
537,537,KL10,KERALA,Malappuram,MALAPPURAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
538,538,KL11,KERALA,Kozhikode,KOZHIKODE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
539,539,KL12,KERALA,Wayanad,WAYANAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
540,540,KL13,KERALA,Kannur,KANNUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
541,541,KL14,KERALA,Kasargod,KASARGOD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
542,542,KL15,KERALA,Thiruvanthpuram,THIRUVANTHPURAM (KERALA STATE),B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
543,543,KL16,KERALA,Attingal,ATTINGAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
544,544,KL17,KERALA,Muvattupuzha,MUVATTUPUZHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
545,545,KL18,KERALA,Vatakara,VATAKARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
546,546,KL19,KERALA,Parassala,PARASSALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
547,547,KL20,KERALA,Neyyattinkara,NEYYATTINKARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
548,548,KL21,KERALA,Nedumangad,NEDUMANGAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
549,549,KL22,KERALA,Kazhakuttam,KAZHAKUTTAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
550,550,KL23,KERALA,Karunagappally,KARUNAGAPPALLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
551,551,KL24,KERALA,Kottarakara,KOTTARAKARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
552,552,KL25,KERALA,Punalur,PUNALUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
553,553,KL26,KERALA,Adoor,ADOOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
554,554,KL27,KERALA,Thiruvalla,THIRUVALLA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
555,555,KL28,KERALA,Mallappally,MALLAPPALLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
556,556,KL29,KERALA,Kayamkulam,KAYAMKULAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
557,557,KL30,KERALA,Chengannur,CHENGANNUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
558,558,KL31,KERALA,Mavelikara,MAVELIKARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
559,559,KL32,KERALA,Cherthala,CHERTHALA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
560,560,KL33,KERALA,Changanassery,CHANGANASSERY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
561,561,KL34,KERALA,Kanjirappally,KANJIRAPPALLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
562,562,KL35,KERALA,Palai,PALAI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
563,563,KL36,KERALA,Vaikom,VAIKOM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
564,564,KL37,KERALA,Vandiperiyar,VANDIPERIYAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
565,565,KL38,KERALA,Thodupuzha,THODUPUZHA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
566,566,KL39,KERALA,Thripunithura,THRIPUNITHURA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
567,567,KL40,KERALA,Perumbavoor,PERUMBAVOOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
568,568,KL41,KERALA,Aluva,ALUVA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
569,569,KL42,KERALA,North Paraur,NORTH PARAUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
570,570,KL43,KERALA,Mattancherry,MATTANCHERRY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
571,571,KL44,KERALA,Kothamangalam,KOTHAMANGALAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
572,572,KL45,KERALA,Irinjalakuda,IRINJALAKUDA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
573,573,KL46,KERALA,Guruvayur,GURUVAYUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
574,574,KL47,KERALA,Kodungalloor,KODUNGALLOOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
575,575,KL48,KERALA,Wadakkancherry,WADAKKANCHERRY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
576,576,KL49,KERALA,Alathur,ALATHUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
577,577,KL50,KERALA,Mannarkkad,MANNARKKAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
578,578,KL51,KERALA,Ottappalam,OTTAPPALAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
579,579,KL52,KERALA,Pattambi,PATTAMBI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
580,580,KL53,KERALA,Perinthalmanna,PERINTHALMANNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
581,581,KL54,KERALA,Ponnari,PONNARI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
582,582,KL55,KERALA,Tirur,TIRUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
583,583,KL56,KERALA,Koyilandy,KOYILANDY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
584,584,KL57,KERALA,Koduvally,KODUVALLY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
585,585,KL58,KERALA,Thalassery,THALASSERY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
586,586,KL59,KERALA,Taliparamba,TALIPARAMBA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
587,587,KL60,KERALA,Kanhangah,KANHANGAH,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
588,588,KL61,KERALA,KUNNATHUR,KOTTAYAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
589,589,KL62,KERALA,RANNI,RANNI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
590,590,KL63,KERALA,ANGAMALY,ANGAMALY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
591,591,KL64,KERALA,CHALAKKUDY,CHALAKKUDY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
592,592,KL65,KERALA,THIRURANGADI,THIRURANGADI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
593,593,KL66,KERALA,KUTTANADU,KUTTANADU,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
594,594,KL67,KERALA,UZHAVOOR,UZHAVOOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
595,595,KL68,KERALA,DEVIKULAM,DEVIKULAM,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
596,596,KL69,KERALA,UDUMBANCHOLA,UDUMBANCHOLA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
597,597,KL70,KERALA,CHITTUR,CHITTUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
598,598,KL71,KERALA,NILAMBUR,NILAMBUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
599,599,KL72,KERALA,MANANTHAVADY,MANANTHAVADY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
600,600,KL73,KERALA,SULTHAN BATHERY,SULTHAN BATHERY,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
601,601,LD01,LAKSHADWEEP,Kavaratti,KAVARATTI,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
602,602,LD02,LAKSHADWEEP,Agatti,AGATTI,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
603,603,LD03,LAKSHADWEEP,Amini,AMINI,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
604,604,LD04,LAKSHADWEEP,Androth,ANDROTH,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
605,605,LD05,LAKSHADWEEP,Kadmat,KADMAT,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
606,606,LD07,LAKSHADWEEP,Chetlat,CHETLAT,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
607,607,LD08,LAKSHADWEEP,Kalpeni,KALPENI,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
608,608,LD09,LAKSHADWEEP,Minicoy,MINICOY,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
609,609,MH01,MAHARASHTRA,Mumbai,MUMBAI,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
610,610,MH02,MAHARASHTRA,Mumbai Andheri,ANDHERI,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
611,611,MH03,MAHARASHTRA,Mumbai Wadala,WADALA,A,A,C,C,C,C,A,A,C,C,A,C,,,,,,,,,,,A,C,C
612,612,MH04,MAHARASHTRA,Thane,THANE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
613,613,MH05,MAHARASHTRA,Mumbai Kalyan,KALYAN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
614,614,MH06,MAHARASHTRA,Pen,PEN,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
615,615,MH07,MAHARASHTRA,Kudal,KUDAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
616,616,MH08,MAHARASHTRA,Ratnagiri,RATNAGIRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
617,617,MH09,MAHARASHTRA,Kolhapur,KOLHAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
618,618,MH10,MAHARASHTRA,Sangli,SANGLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
619,619,MH11,MAHARASHTRA,Satara,SATARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
620,620,MH12,MAHARASHTRA,Pune,PUNE,A,A,C,C,C,C,A,A,C,C,A,C,,,,,,,,,,,A,C,C
621,621,MH13,MAHARASHTRA,Solapur,SOLAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
622,622,MH14,MAHARASHTRA,Pimpri,PIMPRI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
623,623,MH15,MAHARASHTRA,Nashik,NASHIK,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
624,624,MH16,MAHARASHTRA,Ahmednagar,AHMEDNAGAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
625,625,MH17,MAHARASHTRA,Shrirampur,SHRIRAMPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
626,626,MH18,MAHARASHTRA,Dhule,DHULE,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
627,627,MH19,MAHARASHTRA,Jalgaon,JALGAON,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
628,628,MH20,MAHARASHTRA,Aurangabad,AURNGABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
629,629,MH21,MAHARASHTRA,Jalna,JALNA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
630,630,MH22,MAHARASHTRA,Parbhani,PARBHANI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
631,631,MH23,MAHARASHTRA,Beed,BEED,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
632,632,MH24,MAHARASHTRA,Lathur,LATHUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
633,633,MH25,MAHARASHTRA,Osmanabad,OSMANABAD,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
634,634,MH26,MAHARASHTRA,Nanded,NANDED,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
635,635,MH27,MAHARASHTRA,Amravathi,AMRAVATHI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
636,636,MH28,MAHARASHTRA,Buldana,BULDANA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
637,637,MH29,MAHARASHTRA,Yavatmal,YAVATMAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
638,638,MH30,MAHARASHTRA,Akola,AKOLA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
639,639,MH31,MAHARASHTRA,Nagpur,NAGPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
640,640,MH32,MAHARASHTRA,Wardha,WARDHA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
641,641,MH33,MAHARASHTRA,Gadchiroli,GADCHIROLI,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
642,642,MH34,MAHARASHTRA,Chandrapur,CHANDRAPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
643,643,MH35,MAHARASHTRA,Gondia,GONDIA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
644,644,MH36,MAHARASHTRA,Bhandara,BHANDARA,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
645,645,MH37,MAHARASHTRA,Washim,WASHIM,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
646,646,MH38,MAHARASHTRA,Hingoli,HINGOLI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
647,647,MH39,MAHARASHTRA,Nandurbar,NANDURBAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
648,648,MH40,MAHARASHTRA,Wadi,WADI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
649,649,MH41,MAHARASHTRA,Malegaon,MALEGAON,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
650,650,MH42,MAHARASHTRA,Baramati,BARAMATI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
651,651,MH43,MAHARASHTRA,Mumbai Navi Mumbai,NAVI MUMBAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
652,652,MH44,MAHARASHTRA,Ambejogai,AMBEJOGAI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
653,653,MH45,MAHARASHTRA,Aklui,AKLUI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
654,654,MH46,MAHARASHTRA,Mumbai Panvel,PANVEL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
655,655,MH47,MAHARASHTRA,MUMBAI NORTH,MUMBAI NORTH,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,A,A,A
656,656,MH48,MAHARASHTRA,VASAI,B,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
657,657,MH49,MAHARASHTRA,NAGPUR EAST,NAGPUR EAST,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
658,658,MH50,MAHARASHTRA,SATARA,SATARA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
659,659,MH51,MAHARASHTRA,NASHIK RURAL,NASHIK RURAL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
660,660,MH55,MAHARASHTRA,JHAJJAR,JHAJJAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
661,661,ML01,MEGHALAYA,Shillong,SHILLONG,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
662,662,ML02,MEGHALAYA,Shillong,SHILLONG (POLICE VEHICLE),B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
663,663,ML03,MEGHALAYA,Shillong,SHILLONG (VEHICLES OWNED BY TR,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
664,664,ML04,MEGHALAYA,Jaintia Hills,JAINTIA HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
665,665,ML05,MEGHALAYA,East Khasi Hills,EAST KHASI HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
666,666,ML06,MEGHALAYA,West Khasi Hills,WEST KHASI HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
667,667,ML07,MEGHALAYA,East Garo Hills,EAST GARO HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
668,668,ML08,MEGHALAYA,West Garo Hills,WEST GARO HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
669,669,ML09,MEGHALAYA,South Garo Hills,SOUTH GARO HILLS,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
670,670,ML10,MEGHALAYA,Ri Bhoi,RI - BHOI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
671,671,MN01,MANIPUR,Imphal,IMPHAL,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
672,672,MN02,MANIPUR,Churachandpur,CHURACHANDPUR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
673,673,MN03,MANIPUR,Kangpokpi,KANGPOKPI,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
674,674,MN04,MANIPUR,Thoubal,THOUBAL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
675,675,MN05,MANIPUR,Thangal Bazar,THANGAL BAZAR,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
676,676,MN06,MANIPUR,Imphal East,IMPHAL EAST,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
677,677,MN07,MANIPUR,Ukhrul,UKHRUL,B,B,C,C,C,C,B,B,C,C,B,C,,,,,,,,,,,B,C,C
678,678,MP01,MADHYA PRADESH,GOVER VEHI,HONORABLE GOVERNOR'S VEHICLE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
679,679,MP02,MADHYA PRADESH,GVT VEHI,M.P. GOVERMENT VEHICLES,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
680,680,MP03,MADHYA PRADESH,POLI VEHI,M.P. POLICE VEHICLE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
681,681,MP04,MADHYA PRADESH,Bhopal,BHOPAL,B,B,B,B,B,B,B,B,B,B,B,B,,,,,,,,,,,B,B,B
682,682,MP05,MADHYA PRADESH,Hoshangabad,HOSHANGABAD,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
683,683,MP06,MADHYA PRADESH,Morena,MORENA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
684,684,MP07,MADHYA PRADESH,Gwalior,GWALIOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
685,685,MP08,MADHYA PRADESH,Guna,GUNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
686,686,MP09,MADHYA PRADESH,Indore,INDORE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
687,687,MP10,MADHYA PRADESH,Khargone,KHARGONE,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
688,688,MP11,MADHYA PRADESH,Dhar,DHAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
689,689,MP12,MADHYA PRADESH,Khandwa,KHANDWA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
690,690,MP13,MADHYA PRADESH,Ujjain,UJJAIN,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
691,691,MP14,MADHYA PRADESH,Mandsor,MANDSOR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
692,692,MP15,MADHYA PRADESH,Sagar,SAGAR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
693,693,MP16,MADHYA PRADESH,Chhatarpur,CHHATARPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
694,694,MP17,MADHYA PRADESH,Rewa,REWA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
695,695,MP18,MADHYA PRADESH,Shahdol,SHAHDOL,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
696,696,MP19,MADHYA PRADESH,Satna,SATNA,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
697,697,MP20,MADHYA PRADESH,Jabalpur,JABALPUR,B,B,C,C,C,C,B,C,C,C,B,C,,,,,,,,,,,C,C,C
