,Unnamed: 0,ITEM_CODE,MANUFACTURE,PRODUCT_TYPE,MODEL,VARIANT,EX_SHOWROOM_PRICE,CC,SEATING_CAPACITY,FUEL,TONNAGE,SEGMENT,STATE_DESC,STATE_CODE,UNIQUE_ID,IBB_CODE,IIB_TAC_CODE,BODY_TYPE,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON
166,26843,HON459,HONDA MOTORS,FTW,ACTIVA,4G,50730,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
167,26844,HON461,HONDA MOTORS,FTW,CBUNICORN,160 3ID DISC,66556,160,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
168,26845,HON458,HONDA MOTORS,FTW,CBUNICORN,DISC,78365,160,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
169,26846,HON473,HONDA MOTORS,FTW,GRAZIA,STANDARD,59516,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
170,26847,HON474,HONDA MOTORS,FTW,GRAZIA,STD ALLOY,61446,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
171,26848,HON475,HONDA MOTORS,FTW,GRAZIA,DLX,63888,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
172,26849,HON462,HONDA MOTORS,FTW,SHINE,SP DRUM BSIV,54354,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
173,26850,HON463,HONDA MOTORS,FTW,SHINE,CB DRUM SELF BSIV,49935,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
174,26851,HON464,HONDA MOTORS,FTW,LIVO,DRUM SELF BSIV,48626,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
175,26852,HON465,HONDA MOTORS,FTW,ACTIVA,125 DRUM ALLOY BSIV,52752,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.470,,
176,26853,HON476,HONDA MOTORS,FTW,AVIATOR,ALLOY BSIV,43025,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
177,26854,HON121,HONDA SCOOTER,FTW,CBFSTUNNER,KICK-DRUM-ALLOY,48725,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
178,26855,HON121,HONDA SCOOTER,FTW,CBFSTUNNER,SELF-DISC-ALLOY,52459,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
179,26856,HON121,HONDA SCOOTER,FTW,CBFSTUNNER,SELF-DRUM-ALLOY,52504,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
180,26857,HON121,HONDA SCOOTER,FTW,DIO,SCV 110,41058,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
181,26858,HON121,HONDA SCOOTER,FTW,DREAMYUGA,KICK DRUM SPOKE,48544,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
182,26859,HON121,HONDA SCOOTER,FTW,DREAMYUGA,KICK DRUM ALLOY,47500,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
183,26860,HON121,HONDA SCOOTER,FTW,DREAMYUGA,SELF DRUM ALLOY,48088,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
184,26861,HON121,HONDA SCOOTER,FTW,CBUNICORN,DAZZLER,66935,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.473,,
185,26862,HON121,HONDA SCOOTER,FTW,DIO,DELUXE,42284,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.477,,
186,26863,LML026,LML,FTW,STAR,ES GEARLESS,52203,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
187,26864,LML027,LML,FTW,STAR,VIB GEARLESS,55986,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
188,26865,LML028,LML,FTW,STAR,VIB DB GEARLESS,57448,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.497,,
189,26866,LML029,LML,FTW,STAR EURO,200 KS,53730,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
190,26867,LML030,LML,FTW,STAR EURO,200 ES,58191,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
191,26868,LML031,LML,FTW,STAR EURO,200 VIB,59522,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
192,26869,LML032,LML,FTW,STAR EURO,200 VIB DB,62186,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
193,26870,LML001,LML,FTW,NV,LS 2S,54240,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
194,26871,LML001,LML,FTW,NV,LS 4S,59169,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
195,26872,LML017,LML,FTW,SELECT II,2S SELF,48000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
196,26873,LML001,LML,FTW,SELECT 4,2S KICK,53000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
197,26874,LML019,LML,FTW,SELECT 4,2S SELF,58000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
198,26875,LML016,LML,FTW,SELECT II,2S KICK,43000,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
199,26876,LML001,LML,FTW,FREEDOM,DX,41000,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.500,,
200,26877,LML001,LML,FTW,NVSPL,4S NEW GEN DLX,43604,148,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
201,26878,LML001,LML,FTW,NVSPL,4S NEW GEN STD,42599,148,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
202,26879,LML001,LML,FTW,NVSPL,2S NV SPL E.S.,42025,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
203,26880,LML001,LML,FTW,NVSPL,2S NV SPL,38732,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
204,26881,LML001,LML,FTW,NV,2S KICK,40596,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
205,26882,LML001,LML,FTW,NV,2S SELF,44404,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
206,26883,LML001,LML,FTW,NV,4S KICK,46365,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
207,26884,LML001,LML,FTW,NV,4S SELF,50200,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
208,26885,LML001,LML,FTW,SELECT,4 ES,53696,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.503,,
209,26886,LML020,LML,FTW,FREEDOM,LS,49950,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
210,26887,LML021,LML,FTW,STAR EURO,200 SELF,55500,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
211,26888,LML022,LML,FTW,STAR EURO,150 ES,54250,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
212,26889,MAH779,MAHINDRA,FTW,CENTURO,NXT,57500,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
213,26890,MAH764,MAHINDRA,FTW,CENTURO,XT,49250,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
214,26891,MAH783,MAHINDRA,FTW,CENTURO,DISC,52350,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
215,26892,MAH805,MAHINDRA,FTW,MOJO,STD,158000,295,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
216,26893,MAH200,MAHINDRA,FTW,RODEO,RZ,51339,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.507,,
217,26894,MAH896,MAHINDRA,FTW,MOJO,300,163000,295,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
218,26895,MAH897,MAHINDRA,FTW,MOJO,ABS,175000,295,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
219,26896,MAH898,MAHINDRA,FTW,GUSTO,DX 125,51365,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
220,26897,MAH899,MAHINDRA,FTW,GUSTO,VX 125,53680,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
221,26898,MAH752,MAHINDRA,FTW,CENTURO,N1 DISC,50503,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
222,26899,MAH736,MAHINDRA,FTW,GUSTO,DX,51365,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
223,26900,MAH737,MAHINDRA,FTW,GUSTO,VX,50400,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
224,26901,MAH756,MAHINDRA,FTW,CENTURO,DB,53571,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
225,26902,MAH719,MAHINDRA,FTW,RODEO,UZO,49740,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
226,26903,MAH721,MAHINDRA,FTW,CENTURO,O3,34489,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
227,26904,MAH570,MAHINDRA,FTW,PANTERO,V3,48491,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.510,,
228,26905,MAH571,MAHINDRA,FTW,PANTERO,V4,48491,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
229,26906,MAH755,MAHINDRA,FTW,GUSTO,HX,48400,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
230,26907,MAH624,MAHINDRA,FTW,RODEO,BASE,46853,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
231,26908,MAH001,MAHINDRA,FTW,STALLIO,V1,45650,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
232,26909,MAH001,MAHINDRA,FTW,STALLIO,V2,42150,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
233,26910,MAH660,MAHINDRA,FTW,CENTURO,O1,52500,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
234,26911,MAH661,MAHINDRA,FTW,CENTURO,N1,49600,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
235,26912,MAH662,MAHINDRA,FTW,PANTERO,T3,41123,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.513,,
236,26913,MAH001,MAHINDRA,FTW,KINE,STD,35185,71,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
237,26914,MAH808,MAHINDRA,FTW,FLYTE,STD,43917,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
238,26915,MAH001,MAHINDRA,FTW,DURO,STD,41821,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
239,26916,MAH001,MAHINDRA,FTW,RODEO,STD,49656,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
240,26917,MAH569,MAHINDRA,FTW,PANTERO,V2,48491,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
241,26918,MAH001,MAHINDRA,FTW,DURO,DZ 125,49383,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
242,26919,MAH576,MAHINDRA,FTW,CENTURO,ROCKSTAR,46700,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
243,26920,MAH649,MAHINDRA,FTW,CENTURO,110,48280,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
244,26921,MAH647,MAHINDRA,FTW,PANTERO,T1,44833,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.517,,
245,26922,MAH648,MAHINDRA,FTW,PANTERO,T2,43250,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
246,26923,MAH678,MAHINDRA,FTW,PANTERO,T4,39747,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
247,26924,MAH568,MAHINDRA,FTW,PANTERO,V1,48491,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
248,26925,PIA058,PIAGGIO,FTW,VESPA,VXL ELEGANTE,88263,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
249,26926,PIA067,PIAGGIO,FTW,APRILIA,SR 125,55000,124,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
250,26927,PIA059,PIAGGIO,FTW,VESPA,VXL 150,84641,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
251,26928,PIA060,PIAGGIO,FTW,VESPA,SXL 150,88696,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
252,26929,PIA056,PIAGGIO,FTW,VESPA,VXL,79701,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
253,26930,PIA057,PIAGGIO,FTW,VESPA,SXL,84433,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
254,26931,PIA041,PIAGGIO,FTW,VESPA,125,60425,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.520,,
255,26932,PIA052,PIAGGIO,FTW,VESPA,VX ELEGANTE,83669,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
256,26933,PIA051,PIAGGIO,FTW,VESPA,VX SPL EDTN,75419,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
257,26934,PIA010,PIAGGIO,FTW,VESPA,LX 125,71456,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
258,26935,PIA043,PIAGGIO,FTW,VESPA,VX 125,75594,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
259,26936,PIA049,PIAGGIO,FTW,VESPA,S,79891,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
260,26937,PIA071,PIAGGIO,FTW,VESPA,VXL 150,98488,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
261,26938,PIA072,PIAGGIO,FTW,VESPA,ELEGANTE 150,95300,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
262,26939,PIA068,PIAGGIO,FTW,APRILIA,SR 150 RACE EDTN,75441,155,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.523,,
263,26940,PIA066,PIAGGIO,FTW,APRILIA,SR 150,72349,155,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
264,26941,ROY048,ROYAL ENFIELD,FTW,CLASSIC,DOM,200600,500,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
265,26942,ROY049,ROYAL ENFIELD,FTW,HIMALAYAN,STD,163000,411,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
266,26943,ROY001,ROYAL ENFIELD,FTW,CLASSIC,350 CC,129505,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
267,26944,ROY050,ROYAL ENFIELD,FTW,HIMALAYAN,GRANITE 410,156706,411,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
268,26945,ROY051,ROYAL ENFIELD,FTW,SQUADRON BLUE,STD,176002,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
269,26946,ROY046,ROYAL ENFIELD,FTW,BULLET ELECTRA,350 UCE ES,104779,350,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
270,26947,ROY035,ROYAL ENFIELD,FTW,BULLET,350 UCE,107870,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
271,26948,ROY036,ROYAL ENFIELD,FTW,BULLET ELECTRA,350 UCE,120904,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.527,,
272,26949,ROY037,ROYAL ENFIELD,FTW,BULLET,500 UCE,154297,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
273,26950,ROY038,ROYAL ENFIELD,FTW,CLASSIC,350 UCE,128827,346,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
274,26951,ROY039,ROYAL ENFIELD,FTW,CLASSIC,500 EFI UCE,165100,499,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.530,,
275,26952,HER001,HERO HONDA,FTW,KARIZMA,ZMR,92759,223,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.320,,
276,26953,HER001,HERO HONDA,FTW,GLAMOUR,DISK SELF CAST,48614,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.343,,
277,26954,HER001,HERO HONDA,FTW,ACHIEVER,DISC SELF,53636,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.343,,
278,26955,HON350,HONDA MOTORS,FTW,CBR250R,REP,163953,250,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
279,26956,HON342,HONDA MOTORS,FTW,CD,110 DREAM,45055,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
280,26957,HON316,HONDA MOTORS,FTW,DREAMYUGA,SELF DISC,50754,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
281,26958,HON261,HONDA MOTORS,FTW,CBR150,DLX,128361,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
282,26959,HON253,HONDA MOTORS,FTW,DREAMYUGA,SELF DRUM ALLOY,53942,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.440,,
283,26960,HON287,HONDA MOTORS,FTW,NEWDIO,DLX 102CC,42000,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.453,,
284,26961,HON288,HONDA MOTORS,FTW,AVIATOR,DRUM 110 CC,46544,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.453,,
285,26962,HON289,HONDA MOTORS,FTW,AVIATOR,DISC 110 CC,51684,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.453,,
286,26963,HON290,HONDA MOTORS,FTW,CBUNICORN,PREMIUM,67624,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.453,,
287,26964,HON292,HONDA MOTORS,FTW,SHINE,CB SELF DISC,61545,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
288,26965,HON302,HONDA MOTORS,FTW,CBUNICORN,DAZZLER 5ID,72973,149,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
289,26966,HON303,HONDA MOTORS,FTW,CBUNICORN,DAZZLER 6ID,74001,149,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
290,26967,HON304,HONDA MOTORS,FTW,SHINE,CB KICK DRUM,54125,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
291,26968,HON305,HONDA MOTORS,FTW,CBTWISTER,KICK DRUM ALLOY,51200,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
292,26969,HON307,HONDA MOTORS,FTW,CBTWISTER,SELF DRUM ALLOY,54117,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
293,26970,HON312,HONDA MOTORS,FTW,DREAM NEO,KICK DRUM SPOKE,47659,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
294,26971,HON313,HONDA MOTORS,FTW,DREAM NEO,KICK DRUM ALLOY,46000,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
295,26972,HON314,HONDA MOTORS,FTW,DREAM NEO,SELF DRUM ALLOY,50367,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
296,26973,HON315,HONDA MOTORS,FTW,ACTIVA,I,49861,109,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
297,26974,HON337,HONDA MOTORS,FTW,ACTIVA,DRUM 125,52456,125,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
298,26975,HON466,HONDA MOTORS,FTW,CLIQ,110,42999,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.467,,
299,27159,BAJ136,BAJAJ,FTW,PLATINA,125 CC ES,40643,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
300,27160,BAJ136,BAJAJ,FTW,PULSAR,135 LS,64869,135,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
301,27161,BAJ136,BAJAJ,FTW,PULSAR,150 UG 4.5,69999,150,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
302,27162,BAJ136,BAJAJ,FTW,PULSAR,220 S,75121,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
303,27163,BAJ136,BAJAJ,FTW,PULSAR,220 SF,94470,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
304,27164,BAJ136,BAJAJ,FTW,PULSAR,180 NEW DECALS,68394,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
305,27165,BAJ136,BAJAJ,FTW,PULSAR,220 SF NEW DECALS,85681,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
306,27166,BAJ136,BAJAJ,FTW,PULSAR,220 S- NEW DECALS,76235,220,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
307,27167,BAJ657,BAJAJ,FTW,DISCOVER,125 T,53646,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
308,27168,BAJ660,BAJAJ,FTW,DISCOVER,125 T DISC,57604,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
309,27169,BAJ661,BAJAJ,FTW,DISCOVER,125 T DRUM,54552,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
310,27170,BAJ666,BAJAJ,FTW,DISCOVER,100 M,51704,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
311,27171,BAJ667,BAJAJ,FTW,DISCOVER,100 M DISC,55064,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.300,,
312,27172,BAJ136,BAJAJ,FTW,PLATINA,SPOKE,41582,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
313,27173,BAJ669,BAJAJ,FTW,DISCOVER,100 T DISC,58424,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
314,27174,BAJ670,BAJAJ,FTW,DISCOVER,125 TX,60157,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
315,27175,BAJ671,BAJAJ,FTW,DISCOVER,125 TXT,63514,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
316,27176,BAJ734,BAJAJ,FTW,CT,100 ES ALLOY,41997,99,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
317,27177,BAJ737,BAJAJ,FTW,PULSAR,NS 200 ABS,108000,200,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
318,27178,BAJ732,BAJAJ,FTW,PULSAR,160 NS,79000,160,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
319,27179,BAJ741,BAJAJ,FTW,DISCOVER,110,50550,110,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
320,27180,BAJ747,BAJAJ,FTW,AVENGER,STREET 180,85990,180,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.303,,
321,27181,DUC001,DUCATI,FTW,DIAVEL,CARBON RED,2555076,1198,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
322,27182,HER334,HERO MOTOR CORP,FTW,HF DLX,i3s SELF START,56342,97,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.377,,
323,27183,HON272,HONDA MOTORS,FTW,ETERNO,ACTIVA,37806,102,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.447,,
324,27184,HON294,HONDA MOTORS,FTW,CBTWISTER,SELF DISC,54225,110,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.457,,
325,27185,HON301,HONDA MOTORS,FTW,CBUNICORN,STD,70436,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
326,27186,HON268,HONDA MOTORS,FTW,ETERNO,DELUXE,46110,148,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.460,,
327,27187,HON309,HONDA MOTORS,FTW,CB TRIGGER,STD,72118,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
328,27188,HON310,HONDA MOTORS,FTW,CB TRIGGER,DLX,75216,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
329,27189,HON311,HONDA MOTORS,FTW,CB TRIGGER,CBS,81948,150,2,P,,HONDA,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.463,,
330,27190,EKO001,EKO,FTW,COSMIC,I,35000,75,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
331,27191,GLO001,GLOBAL,FTW,ROCK,100,19380,100,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
332,27192,GLO001,GLOBAL,FTW,EXPRESSION,PLUS 125,41172,125,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
333,27193,HAR002,HARLEY DAVIDSON,FTW,FXDF FAT BOB,DYNA,1303774,1585,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
334,27194,HAR001,HARLEY DAVIDSON,FTW,883 SUPERLOW,SPORTSTER,569786,883,2,P,,TW,ALL,ALL,,,,,Admin,2018-09-08 21:54:30.307,,
